# cec_bench v1.0+9286569  2026-06-13T23:30:30
===BURST_CSV_BEGIN===
# fastburst: 2048 frames @ 100.00 kSPS native (measured), 0 seq-gaps, 0 bad-hdr; us = idx x 10.000 us
us,seq,i1,i2,i3,i4,i5,vrail,vcc,i8
260.0,6,3.8031,4.0013,3.7033,3.5717,3.3804,11.8712,4.8386,3.4071
270.0,7,3.7970,3.9906,3.7094,3.5671,3.3789,11.8704,4.8389,3.4116
280.0,8,3.8031,4.0318,3.7094,3.5671,3.3850,11.8704,4.8389,3.4086
290.0,9,3.8047,4.0562,3.7079,3.5732,3.3865,11.8712,4.8392,3.4055
300.0,10,3.7970,4.0196,3.7048,3.5686,3.3850,11.8721,4.8386,3.4055
310.0,11,3.7635,3.9646,3.7064,3.5640,3.3804,11.8721,4.8389,3.4071
320.0,12,3.7223,3.9494,3.7018,3.5625,3.3819,11.8712,4.8392,3.4132
330.0,13,3.7192,3.9570,3.6987,3.5610,3.3834,11.8721,4.8389,3.4162
340.0,14,3.7391,3.9692,3.6926,3.5671,3.3834,11.8721,4.8386,3.4101
350.0,15,3.7665,3.9646,3.6926,3.5717,3.3834,11.8721,4.8389,3.4025
360.0,16,3.7741,3.9417,3.6957,3.5686,3.3850,11.8730,4.8386,3.4010
370.0,17,3.7696,3.9082,3.6972,3.5579,3.3850,11.8730,4.8389,3.3994
380.0,18,3.7635,3.8792,3.6942,3.5533,3.3804,11.8721,4.8383,3.3933
390.0,19,3.7680,3.8822,3.6881,3.5503,3.3789,11.8721,4.8386,3.3842
400.0,20,3.7635,3.8761,3.6820,3.5472,3.3682,11.8712,4.8383,3.3811
410.0,21,3.7299,3.8761,3.6758,3.5457,3.3560,11.8721,4.8383,3.3842
420.0,22,3.7070,3.8868,3.6667,3.5381,3.3560,11.8712,4.8383,3.3750
430.0,23,3.6856,3.8883,3.6667,3.5366,3.3575,11.8695,4.8383,3.3704
440.0,24,3.6826,3.8456,3.6682,3.5427,3.3590,11.8721,4.8380,3.3750
450.0,25,3.6979,3.8044,3.6667,3.5411,3.3590,11.8721,4.8376,3.3781
460.0,26,3.6917,3.8014,3.6621,3.5320,3.3514,11.8730,4.8376,3.3765
470.0,27,3.6826,3.8151,3.6575,3.5228,3.3453,11.8721,4.8373,3.3704
480.0,28,3.6887,3.8151,3.6514,3.5152,3.3300,11.8721,4.8376,3.3552
490.0,29,3.6841,3.8120,3.6484,3.5015,3.3193,11.8738,4.8376,3.3460
500.0,30,3.6704,3.8227,3.6377,3.4938,3.3163,11.8738,4.8376,3.3369
510.0,31,3.6734,3.8471,3.6270,3.4893,3.3132,11.8730,4.8376,3.3353
520.0,32,3.6872,3.8426,3.6163,3.4923,3.3148,11.8721,4.8376,3.3292
530.0,33,3.6795,3.8334,3.6133,3.4893,3.3148,11.8730,4.8373,3.3292
540.0,34,3.6490,3.8456,3.6118,3.4877,3.3087,11.8738,4.8373,3.3247
550.0,35,3.6307,3.8517,3.6148,3.4862,3.3010,11.8738,4.8370,3.3170
560.0,36,3.6200,3.8456,3.6102,3.4771,3.2995,11.8738,4.8373,3.3170
570.0,37,3.6200,3.8517,3.6072,3.4725,3.2949,11.8730,4.8370,3.3201
580.0,38,3.6124,3.8563,3.6026,3.4633,3.2980,11.8730,4.8370,3.3186
590.0,39,3.6094,3.8380,3.6011,3.4603,3.3010,11.8721,4.8370,3.3124
600.0,40,3.6094,3.8136,3.5965,3.4648,3.3026,11.8730,4.8370,3.3048
610.0,41,3.6124,3.8075,3.5950,3.4664,3.2995,11.8730,4.8370,3.3048
620.0,42,3.6109,3.8075,3.5889,3.4648,3.2904,11.8730,4.8370,3.3048
630.0,43,3.6307,3.8014,3.5858,3.4618,3.2827,11.8721,4.8370,3.3033
640.0,44,3.6429,3.8059,3.5873,3.4542,3.2812,11.8730,4.8370,3.2972
650.0,45,3.6460,3.8197,3.5858,3.4496,3.2827,11.8730,4.8370,3.2926
660.0,46,3.6444,3.8059,3.5797,3.4511,3.2781,11.8730,4.8367,3.2896
670.0,47,3.6444,3.7922,3.5797,3.4496,3.2690,11.8738,4.8373,3.2819
680.0,48,3.6429,3.7770,3.5736,3.4481,3.2659,11.8738,4.8367,3.2835
690.0,49,3.6353,3.7785,3.5706,3.4511,3.2675,11.8738,4.8370,3.2880
700.0,50,3.6277,3.7739,3.5721,3.4526,3.2705,11.8738,4.8370,3.2880
710.0,51,3.6170,3.7632,3.5675,3.4465,3.2644,11.8738,4.8373,3.2850
720.0,52,3.6032,3.7602,3.5629,3.4420,3.2598,11.8730,4.8370,3.2789
730.0,53,3.5819,3.7754,3.5645,3.4298,3.2614,11.8730,4.8370,3.2774
740.0,54,3.5437,3.7724,3.5675,3.4236,3.2583,11.8738,4.8370,3.2743
750.0,55,3.5193,3.7678,3.5614,3.4191,3.2507,11.8738,4.8361,3.2713
760.0,56,3.5163,3.7892,3.5568,3.4160,3.2446,11.8747,4.8367,3.2667
770.0,57,3.5239,3.8059,3.5477,3.4130,3.2446,11.8738,4.8370,3.2590
780.0,58,3.5224,3.7983,3.5324,3.4084,3.2324,11.8747,4.8364,3.2499
790.0,59,3.5102,3.7678,3.5111,3.3855,3.1973,11.8738,4.8370,3.2270
800.0,60,3.4873,3.7296,3.4653,3.3321,3.1210,11.8738,4.8370,3.1705
810.0,61,3.4156,3.6427,3.3737,3.2253,2.9928,11.8747,4.8367,3.0759
820.0,62,3.2416,3.5008,3.2410,3.0727,2.8295,11.8756,4.8364,2.9462
830.0,63,3.0173,3.3482,3.0777,2.8911,2.6464,11.8764,4.8367,2.7784
840.0,64,2.7930,3.1758,2.8900,2.6897,2.4404,11.8764,4.8367,2.5892
850.0,65,2.5534,2.9713,2.6794,2.4715,2.2222,11.8773,4.8367,2.3908
860.0,66,2.3063,2.7241,2.4612,2.2502,2.0086,11.8791,4.8364,2.1879
870.0,67,2.0530,2.4555,2.2430,2.0351,1.8011,11.8791,4.8370,1.9880
880.0,68,1.8271,2.2145,2.0355,1.8352,1.6119,11.8799,4.8367,1.7942
890.0,69,1.6196,1.9993,1.8326,1.6475,1.4318,11.8799,4.8370,1.6126
900.0,70,1.4212,1.7933,1.6434,1.4720,1.2686,11.8808,4.8370,1.4448
910.0,71,1.2626,1.6072,1.4710,1.3134,1.1267,11.8817,4.8370,1.2922
920.0,72,1.1451,1.4546,1.3168,1.1760,1.0046,11.8834,4.8370,1.1533
930.0,73,1.0276,1.3432,1.1734,1.0509,0.8963,11.8834,4.8373,1.0328
940.0,74,0.9070,1.2211,1.0498,0.9456,0.8062,11.8851,4.8370,0.9275
950.0,75,0.8200,1.1112,0.9460,0.8571,0.7360,11.8869,4.8370,0.8375
960.0,76,0.7834,1.0273,0.8621,0.7824,0.6811,11.8878,4.8367,0.7642
970.0,77,0.7727,0.9739,0.7919,0.7183,0.6353,11.8878,4.8373,0.7032
980.0,78,0.7544,0.9144,0.7385,0.6710,0.6018,11.8878,4.8370,0.6544
990.0,79,0.7132,0.8366,0.6958,0.6374,0.5773,11.8886,4.8373,0.6162
1000.0,80,0.6644,0.7771,0.6607,0.6145,0.5590,11.8886,4.8376,0.5857
1010.0,81,0.6247,0.7542,0.6332,0.5962,0.5422,11.8904,4.8376,0.5643
1020.0,82,0.6079,0.7450,0.6195,0.5764,0.5255,11.8912,4.8376,0.5476
1030.0,83,0.6263,0.7405,0.6012,0.5642,0.5133,11.8921,4.8380,0.5338
1040.0,84,0.6583,0.7481,0.5890,0.5519,0.5041,11.8930,4.8376,0.5292
1050.0,85,0.6659,0.7374,0.5753,0.5458,0.4995,11.8930,4.8373,0.5292
1060.0,86,0.6583,0.7267,0.5676,0.5382,0.5010,11.8947,4.8373,0.5262
1070.0,87,0.6583,0.7160,0.5661,0.5321,0.5010,11.8956,4.8376,0.5231
1080.0,88,0.6812,0.7069,0.5692,0.5352,0.5041,11.8947,4.8376,0.5186
1090.0,89,0.6964,0.7038,0.5676,0.5413,0.5117,11.8965,4.8376,0.5170
1100.0,90,0.6980,0.7084,0.5722,0.5535,0.5224,11.8973,4.8376,0.5186
1110.0,91,0.7087,0.7160,0.5814,0.5672,0.5377,11.8982,4.8373,0.5338
1120.0,92,0.7392,0.7466,0.5936,0.5764,0.5514,11.8982,4.8380,0.5476
1130.0,93,0.7605,0.7755,0.6073,0.5886,0.5651,11.8991,4.8380,0.5628
1140.0,94,0.7743,0.7847,0.6210,0.6023,0.5819,11.8999,4.8376,0.5750
1150.0,95,0.7758,0.7939,0.6363,0.6145,0.5972,11.8999,4.8376,0.5827
1160.0,96,0.7819,0.8106,0.6470,0.6221,0.6079,11.8999,4.8376,0.5949
1170.0,97,0.7727,0.8290,0.6546,0.6298,0.6124,11.8999,4.8380,0.6040
1180.0,98,0.7407,0.8534,0.6622,0.6343,0.6155,11.9008,4.8376,0.6040
1190.0,99,0.7331,0.8656,0.6668,0.6343,0.6109,11.9017,4.8380,0.6086
1200.0,100,0.7407,0.8564,0.6638,0.6374,0.6002,11.9017,4.8380,0.6071
1210.0,101,0.7499,0.8442,0.6653,0.6343,0.5926,11.9025,4.8380,0.6010
1220.0,102,0.7651,0.8366,0.6607,0.6282,0.5880,11.9017,4.8376,0.5979
1230.0,103,0.8017,0.8534,0.6516,0.6252,0.5834,11.9034,4.8380,0.5933
1240.0,104,0.8200,0.8656,0.6393,0.6145,0.5743,11.9034,4.8383,0.5933
1250.0,105,0.7972,0.8274,0.6271,0.6008,0.5682,11.9025,4.8376,0.5903
1260.0,106,0.7499,0.7908,0.6180,0.5870,0.5575,11.9034,4.8383,0.5750
1270.0,107,0.7026,0.7633,0.6119,0.5825,0.5484,11.9043,4.8380,0.5613
1280.0,108,0.6583,0.7343,0.6027,0.5764,0.5392,11.9043,4.8383,0.5537
1290.0,109,0.6430,0.6931,0.5997,0.5733,0.5300,11.9043,4.8383,0.5476
1300.0,110,0.6446,0.6687,0.5997,0.5748,0.5316,11.9052,4.8383,0.5476
1310.0,111,0.6507,0.6535,0.5997,0.5794,0.5407,11.9069,4.8383,0.5506
1320.0,112,0.6614,0.6581,0.6119,0.5947,0.5606,11.9043,4.8380,0.5613
1330.0,113,0.6644,0.6764,0.6348,0.6191,0.5911,11.9060,4.8383,0.5827
1340.0,114,0.6568,0.6977,0.6622,0.6496,0.6231,11.9060,4.8380,0.6101
1350.0,115,0.6736,0.7130,0.6973,0.6832,0.6567,11.9060,4.8376,0.6452
1360.0,116,0.7178,0.7435,0.7309,0.7244,0.6948,11.9052,4.8370,0.6803
1370.0,117,0.7544,0.7740,0.7675,0.7656,0.7345,11.9060,4.8370,0.7200
1380.0,118,0.7788,0.8045,0.8102,0.7991,0.7666,11.9052,4.8361,0.7581
1390.0,119,0.7911,0.8228,0.8408,0.8266,0.7971,11.9060,4.8361,0.7902
1400.0,120,0.8033,0.8305,0.8667,0.8419,0.8215,11.9069,4.8358,0.8131
1410.0,121,0.8155,0.8320,0.8850,0.8586,0.8367,11.9069,4.8355,0.8298
1420.0,122,0.8048,0.8228,0.9003,0.8724,0.8459,11.9060,4.8346,0.8466
1430.0,123,0.7758,0.8427,0.9110,0.8770,0.8505,11.9060,4.8343,0.8558
1440.0,124,0.7911,0.8671,0.9155,0.8785,0.8489,11.9060,4.8340,0.8543
1450.0,125,0.8033,0.8793,0.9079,0.8815,0.8444,11.9043,4.8334,0.8497
1460.0,126,0.7804,0.8946,0.9110,0.8770,0.8428,11.9060,4.8328,0.8421
1470.0,127,0.7682,0.8946,0.9110,0.8770,0.8367,11.9069,4.8325,0.8436
1480.0,128,0.7666,0.8717,0.9094,0.8709,0.8261,11.9052,4.8322,0.8405
1490.0,129,0.7651,0.8518,0.9033,0.8617,0.8184,11.9052,4.8315,0.8329
1500.0,130,0.7788,0.8427,0.8926,0.8586,0.8139,11.9052,4.8312,0.8268
1510.0,131,0.8002,0.8305,0.8881,0.8571,0.8108,11.9052,4.8312,0.8192
1520.0,132,0.7987,0.8045,0.8865,0.8525,0.8078,11.9060,4.8306,0.8100
1530.0,133,0.8063,0.7878,0.8774,0.8434,0.8016,11.9043,4.8303,0.8070
1540.0,134,0.8094,0.7694,0.8652,0.8342,0.7879,11.9052,4.8303,0.7993
1550.0,135,0.8002,0.7771,0.8484,0.8220,0.7711,11.9043,4.8300,0.7795
1560.0,136,0.7880,0.8045,0.8316,0.8037,0.7482,11.9043,4.8303,0.7597
1570.0,137,0.7804,0.8183,0.8072,0.7778,0.7284,11.9034,4.8300,0.7383
1580.0,138,0.7758,0.8137,0.7874,0.7518,0.6994,11.9034,4.8300,0.7185
1590.0,139,0.7621,0.8198,0.7660,0.7289,0.6735,11.9025,4.8300,0.7001
1600.0,140,0.7529,0.8061,0.7416,0.7045,0.6552,11.9034,4.8300,0.6773
1610.0,141,0.7514,0.8045,0.7217,0.6923,0.6414,11.9034,4.8300,0.6559
1620.0,142,0.7575,0.8045,0.7065,0.6801,0.6292,11.9034,4.8297,0.6406
1630.0,143,0.7438,0.8015,0.6973,0.6664,0.6216,11.9025,4.8306,0.6300
1640.0,144,0.7102,0.8106,0.6851,0.6481,0.6216,11.9017,4.8303,0.6208
1650.0,145,0.6873,0.8320,0.6790,0.6420,0.6155,11.9008,4.8303,0.6177
1660.0,146,0.6995,0.8213,0.6744,0.6435,0.6079,11.9025,4.8306,0.6147
1670.0,147,0.7209,0.8015,0.6729,0.6481,0.6048,11.9025,4.8303,0.6177
1680.0,148,0.7407,0.7694,0.6760,0.6527,0.6079,11.9025,4.8306,0.6239
1690.0,149,0.7621,0.7466,0.6821,0.6496,0.6094,11.9017,4.8306,0.6208
1700.0,150,0.7895,0.7527,0.6836,0.6557,0.6155,11.9008,4.8309,0.6177
1710.0,151,0.7911,0.7527,0.6821,0.6588,0.6262,11.9017,4.8306,0.6223
1720.0,152,0.7773,0.7588,0.6867,0.6694,0.6323,11.9017,4.8312,0.6284
1730.0,153,0.7773,0.7481,0.6897,0.6725,0.6384,11.9017,4.8309,0.6300
1740.0,154,0.7987,0.7435,0.6943,0.6755,0.6384,11.9008,4.8312,0.6361
1750.0,155,0.8139,0.7755,0.6989,0.6771,0.6430,11.8999,4.8312,0.6391
1760.0,156,0.8048,0.8152,0.6989,0.6740,0.6460,11.9008,4.8312,0.6422
1770.0,157,0.8063,0.8457,0.7004,0.6755,0.6506,11.9017,4.8318,0.6467
1780.0,158,0.8216,0.8671,0.7034,0.6862,0.6628,11.9008,4.8318,0.6559
1790.0,159,0.8475,0.8961,0.7080,0.6939,0.6689,11.8999,4.8318,0.6589
1800.0,160,0.8658,0.9144,0.7126,0.6939,0.6719,11.8999,4.8322,0.6605
1810.0,161,0.8704,0.9190,0.7202,0.6969,0.6735,11.9008,4.8325,0.6589
1820.0,162,0.8658,0.9266,0.7309,0.7076,0.6811,11.8999,4.8331,0.6681
1830.0,163,0.8735,0.9373,0.7431,0.7213,0.6872,11.8991,4.8331,0.6803
1840.0,164,0.9085,0.9449,0.7492,0.7289,0.6948,11.9008,4.8334,0.6879
1850.0,165,0.9375,0.9495,0.7568,0.7350,0.7025,11.8991,4.8337,0.6971
1860.0,166,0.9681,0.9297,0.7614,0.7396,0.7086,11.8982,4.8340,0.7062
1870.0,167,0.9772,0.9342,0.7614,0.7473,0.7147,11.8991,4.8340,0.7078
1880.0,168,0.9604,0.9541,0.7675,0.7488,0.7177,11.9008,4.8340,0.7139
1890.0,169,0.9589,0.9495,0.7782,0.7503,0.7192,11.9008,4.8346,0.7200
1900.0,170,0.9772,0.9449,0.7889,0.7579,0.7208,11.8999,4.8346,0.7215
1910.0,171,0.9772,0.9495,0.7950,0.7640,0.7177,11.8991,4.8352,0.7200
1920.0,172,0.9864,0.9739,0.7965,0.7656,0.7101,11.8999,4.8352,0.7169
1930.0,173,0.9681,0.9968,0.7889,0.7564,0.7070,11.8999,4.8352,0.7200
1940.0,174,0.9558,0.9937,0.7813,0.7534,0.7055,11.8991,4.8349,0.7185
1950.0,175,0.9497,0.9815,0.7736,0.7503,0.7055,11.8999,4.8355,0.7154
1960.0,176,0.9299,0.9525,0.7736,0.7518,0.7086,11.8982,4.8358,0.7169
1970.0,177,0.9116,0.9281,0.7736,0.7549,0.7055,11.8999,4.8361,0.7185
1980.0,178,0.9116,0.9052,0.7797,0.7579,0.7147,11.8982,4.8361,0.7246
1990.0,179,0.9253,0.9007,0.7858,0.7595,0.7192,11.8991,4.8361,0.7322
2000.0,180,0.9574,0.9114,0.7874,0.7579,0.7238,11.8991,4.8364,0.7337
2010.0,181,0.9696,0.9358,0.7904,0.7595,0.7299,11.8973,4.8364,0.7337
2020.0,182,0.9558,0.9449,0.7965,0.7671,0.7345,11.8991,4.8364,0.7337
2030.0,183,0.9421,0.9648,0.8041,0.7747,0.7345,11.8991,4.8364,0.7337
2040.0,184,0.9345,0.9739,0.8072,0.7839,0.7391,11.8991,4.8364,0.7398
2050.0,185,0.9391,0.9754,0.7996,0.7808,0.7406,11.8991,4.8367,0.7459
2060.0,186,0.9299,0.9648,0.7950,0.7747,0.7391,11.8982,4.8367,0.7444
2070.0,187,0.9299,0.9571,0.7965,0.7686,0.7360,11.8999,4.8367,0.7352
2080.0,188,0.9330,0.9770,0.7996,0.7686,0.7360,11.8982,4.8364,0.7352
2090.0,189,0.9360,0.9815,0.8026,0.7778,0.7360,11.8982,4.8367,0.7398
2100.0,190,0.9452,0.9800,0.8041,0.7762,0.7360,11.9008,4.8370,0.7413
2110.0,191,0.9650,0.9770,0.8072,0.7762,0.7330,11.8999,4.8370,0.7413
2120.0,192,0.9757,0.9632,0.8057,0.7671,0.7315,11.8999,4.8376,0.7383
2130.0,193,0.9696,0.9495,0.8057,0.7625,0.7238,11.8982,4.8373,0.7383
2140.0,194,0.9528,0.9602,0.8057,0.7625,0.7116,11.8991,4.8376,0.7322
2150.0,195,0.9314,0.9693,0.8011,0.7686,0.7116,11.8999,4.8373,0.7261
2160.0,196,0.9192,0.9480,0.7965,0.7701,0.7101,11.8991,4.8376,0.7276
2170.0,197,0.9162,0.9236,0.7980,0.7686,0.7177,11.8982,4.8376,0.7307
2180.0,198,0.9070,0.9129,0.8026,0.7656,0.7192,11.8991,4.8376,0.7261
2190.0,199,0.8902,0.9144,0.7996,0.7656,0.7192,11.8999,4.8373,0.7276
2200.0,200,0.8811,0.9083,0.7950,0.7671,0.7192,11.8991,4.8373,0.7276
2210.0,201,0.8887,0.9083,0.7919,0.7610,0.7177,11.8991,4.8380,0.7276
2220.0,202,0.8750,0.9052,0.7965,0.7610,0.7177,11.8982,4.8380,0.7215
2230.0,203,0.8689,0.9052,0.7935,0.7549,0.7147,11.8982,4.8380,0.7185
2240.0,204,0.8857,0.9175,0.7858,0.7518,0.7070,11.8991,4.8386,0.7124
2250.0,205,0.8979,0.9312,0.7813,0.7518,0.7009,11.8999,4.8383,0.7124
2260.0,206,0.9284,0.9480,0.7813,0.7549,0.7025,11.8999,4.8380,0.7139
2270.0,207,0.9497,0.9663,0.7813,0.7534,0.7055,11.9017,4.8383,0.7185
2280.0,208,0.9604,0.9541,0.7828,0.7549,0.7116,11.9008,4.8383,0.7215
2290.0,209,0.9558,0.9312,0.7843,0.7579,0.7254,11.8999,4.8389,0.7230
2300.0,210,0.9360,0.9052,0.7874,0.7610,0.7254,11.8999,4.8386,0.7215
2310.0,211,0.9055,0.8991,0.7889,0.7671,0.7238,11.8999,4.8383,0.7154
2320.0,212,0.9177,0.9052,0.7904,0.7686,0.7238,11.9008,4.8386,0.7169
2330.0,213,0.9635,0.9190,0.7889,0.7671,0.7254,11.9017,4.8383,0.7185
2340.0,214,0.9803,0.9495,0.7858,0.7610,0.7223,11.9017,4.8389,0.7154
2350.0,215,0.9650,0.9464,0.7813,0.7564,0.7147,11.9008,4.8386,0.7169
2360.0,216,0.9406,0.9541,0.7797,0.7503,0.7086,11.9008,4.8389,0.7124
2370.0,217,0.9116,0.9800,0.7752,0.7412,0.6994,11.8999,4.8392,0.7047
2380.0,218,0.9208,0.9968,0.7706,0.7366,0.6918,11.9008,4.8395,0.6986
2390.0,219,0.9482,0.9815,0.7706,0.7350,0.6948,11.9017,4.8398,0.7001
2400.0,220,0.9665,0.9403,0.7736,0.7335,0.6964,11.9008,4.8395,0.7001
2410.0,221,0.9558,0.9083,0.7706,0.7320,0.6994,11.9017,4.8398,0.7062
2420.0,222,0.9208,0.9098,0.7706,0.7274,0.6964,11.9025,4.8401,0.7047
2430.0,223,0.8826,0.9159,0.7660,0.7289,0.6979,11.9017,4.8395,0.7062
2440.0,224,0.8643,0.9175,0.7614,0.7335,0.6948,11.9025,4.8392,0.7078
2450.0,225,0.8750,0.9251,0.7629,0.7366,0.6933,11.9025,4.8395,0.7062
2460.0,226,0.9269,0.9464,0.7599,0.7396,0.6933,11.9025,4.8398,0.7032
2470.0,227,0.9482,0.9617,0.7599,0.7350,0.6918,11.9017,4.8398,0.7032
2480.0,228,0.9284,0.9648,0.7584,0.7320,0.6903,11.9017,4.8398,0.6986
2490.0,229,0.8994,0.9464,0.7553,0.7305,0.6872,11.9025,4.8398,0.6971
2500.0,230,0.8521,0.9129,0.7568,0.7305,0.6842,11.9025,4.8398,0.6910
2510.0,231,0.8384,0.8915,0.7538,0.7167,0.6857,11.9034,4.8395,0.6788
2520.0,232,0.8368,0.8793,0.7507,0.7122,0.6826,11.9025,4.8392,0.6727
2530.0,233,0.8155,0.8900,0.7507,0.7137,0.6826,11.9025,4.8395,0.6803
2540.0,234,0.8033,0.9052,0.7614,0.7335,0.6964,11.9034,4.8398,0.6940
2550.0,235,0.8292,0.9266,0.7935,0.7671,0.7330,11.9043,4.8398,0.7246
2560.0,236,0.8963,0.9724,0.8362,0.8312,0.8001,11.9025,4.8392,0.7780
2570.0,237,0.9879,1.0441,0.8972,0.9029,0.8810,11.9025,4.8392,0.8436
2580.0,238,1.0932,1.1265,0.9613,0.9746,0.9542,11.9025,4.8395,0.9107
2590.0,239,1.1939,1.2150,1.0193,1.0280,1.0015,11.9034,4.8398,0.9641
2600.0,240,1.2778,1.2547,1.0635,1.0616,1.0336,11.9043,4.8398,0.9992
2610.0,241,1.3266,1.2669,1.0941,1.0784,1.0427,11.9034,4.8392,1.0145
2620.0,242,1.3373,1.2699,1.1063,1.0768,1.0351,11.9034,4.8395,1.0206
2630.0,243,1.3099,1.2699,1.1047,1.0616,1.0122,11.9025,4.8392,1.0084
2640.0,244,1.2458,1.2593,1.0895,1.0418,0.9756,11.9017,4.8395,0.9885
2650.0,245,1.1634,1.2333,1.0590,1.0112,0.9344,11.9034,4.8392,0.9641
2660.0,246,1.1039,1.2013,1.0254,0.9700,0.9008,11.9034,4.8389,0.9351
2670.0,247,1.0779,1.1555,0.9964,0.9395,0.8703,11.9025,4.8392,0.9046
2680.0,248,1.0627,1.1158,0.9735,0.9136,0.8413,11.9025,4.8392,0.8817
2690.0,249,1.0642,1.1021,0.9445,0.8876,0.8291,11.9034,4.8392,0.8588
2700.0,250,1.0566,1.0838,0.9247,0.8678,0.8184,11.9025,4.8398,0.8359
2710.0,251,1.0505,1.0594,0.9094,0.8571,0.8078,11.9025,4.8392,0.8192
2720.0,252,1.0276,1.0410,0.8926,0.8434,0.7894,11.9034,4.8398,0.8024
2730.0,253,0.9955,1.0166,0.8713,0.8220,0.7727,11.9025,4.8392,0.7871
2740.0,254,0.9452,1.0029,0.8499,0.8098,0.7559,11.9034,4.8395,0.7719
2750.0,255,0.9024,0.9953,0.8347,0.7946,0.7376,11.9034,4.8395,0.7566
2760.0,0,0.8918,0.9754,0.8163,0.7701,0.7208,11.9025,4.8395,0.7429
2770.0,1,0.8872,0.9602,0.7996,0.7488,0.7009,11.9043,4.8392,0.7230
2780.0,2,0.8689,0.9510,0.7797,0.7305,0.6765,11.9034,4.8401,0.7062
2790.0,3,0.8612,0.9525,0.7614,0.7198,0.6597,11.9034,4.8404,0.6849
2800.0,4,0.8750,0.9602,0.7446,0.7106,0.6521,11.9034,4.8404,0.6681
2810.0,5,0.8887,0.9709,0.7401,0.7015,0.6552,11.9052,4.8401,0.6620
2820.0,6,0.9009,0.9693,0.7355,0.7061,0.6582,11.9034,4.8398,0.6666
2830.0,7,0.9009,0.9464,0.7355,0.7061,0.6658,11.9025,4.8401,0.6666
2840.0,8,0.9055,0.9464,0.7431,0.7152,0.6765,11.9043,4.8407,0.6742
2850.0,9,0.8948,0.9525,0.7523,0.7305,0.6918,11.9043,4.8404,0.6910
2860.0,10,0.8887,0.9632,0.7690,0.7518,0.7162,11.9043,4.8407,0.7062
2870.0,11,0.9208,0.9739,0.7919,0.7732,0.7406,11.9043,4.8401,0.7276
2880.0,12,0.9558,0.9800,0.8148,0.7991,0.7559,11.9034,4.8404,0.7490
2890.0,13,0.9681,0.9831,0.8362,0.8251,0.7757,11.9034,4.8404,0.7703
2900.0,14,0.9787,0.9800,0.8530,0.8358,0.7986,11.9043,4.8404,0.7886
2910.0,15,0.9864,1.0014,0.8743,0.8556,0.8215,11.9043,4.8398,0.8039
2920.0,16,1.0230,1.0212,0.9049,0.8815,0.8505,11.9043,4.8398,0.8268
2930.0,17,1.0596,1.0487,0.9308,0.9121,0.8795,11.9034,4.8398,0.8573
