# cec_bench v1.0+9286569  2026-06-13T23:28:13
===BURST_CSV_BEGIN===
# fastburst: 2048 frames @ 100.00 kSPS native (measured), 0 seq-gaps, 0 bad-hdr; us = idx x 10.000 us
us,seq,i1,i2,i3,i4,i5,vrail,vcc,i8
610.0,202,0.3409,0.3224,0.3128,0.3414,0.3103,11.8660,4.8218,0.2805
620.0,203,0.3531,0.3071,0.3098,0.3444,0.3134,11.8660,4.8224,0.2836
630.0,204,0.3623,0.3041,0.3143,0.3444,0.3134,11.8660,4.8221,0.2866
640.0,205,0.3485,0.3086,0.3128,0.3429,0.3149,11.8660,4.8224,0.2882
650.0,206,0.3272,0.3224,0.3113,0.3414,0.3134,11.8660,4.8227,0.2866
660.0,207,0.3287,0.3391,0.3037,0.3353,0.3042,11.8660,4.8230,0.2790
670.0,208,0.3455,0.3315,0.2991,0.3215,0.2981,11.8660,4.8233,0.2683
680.0,209,0.3653,0.3330,0.2945,0.3139,0.2874,11.8660,4.8233,0.2637
690.0,210,0.3562,0.3575,0.2853,0.3093,0.2813,11.8669,4.8236,0.2576
700.0,211,0.3379,0.3773,0.2808,0.3048,0.2752,11.8651,4.8242,0.2470
710.0,212,0.3272,0.4002,0.2701,0.2986,0.2645,11.8660,4.8245,0.2378
720.0,213,0.3287,0.4048,0.2609,0.2925,0.2539,11.8651,4.8245,0.2378
730.0,214,0.3318,0.3864,0.2518,0.2819,0.2447,11.8651,4.8251,0.2286
740.0,215,0.3394,0.3620,0.2426,0.2788,0.2401,11.8651,4.8257,0.2180
750.0,216,0.3455,0.3468,0.2365,0.2681,0.2325,11.8660,4.8257,0.2103
760.0,217,0.3547,0.3590,0.2319,0.2605,0.2233,11.8660,4.8260,0.2058
770.0,218,0.3516,0.3590,0.2304,0.2452,0.2111,11.8651,4.8267,0.1981
780.0,219,0.3577,0.3605,0.2228,0.2346,0.2035,11.8660,4.8270,0.1890
790.0,220,0.3577,0.3590,0.2106,0.2269,0.2050,11.8669,4.8273,0.1798
800.0,221,0.3531,0.3346,0.2091,0.2239,0.2081,11.8669,4.8279,0.1737
810.0,222,0.3394,0.3178,0.2106,0.2269,0.2111,11.8678,4.8282,0.1813
820.0,223,0.3333,0.3147,0.2136,0.2330,0.2157,11.8660,4.8285,0.1905
830.0,224,0.3424,0.3025,0.2228,0.2498,0.2249,11.8678,4.8288,0.1997
840.0,225,0.3501,0.3071,0.2304,0.2620,0.2371,11.8669,4.8291,0.2088
850.0,226,0.3516,0.3208,0.2457,0.2727,0.2447,11.8669,4.8294,0.2134
860.0,227,0.3470,0.3300,0.2533,0.2773,0.2539,11.8669,4.8294,0.2180
870.0,228,0.3424,0.3422,0.2640,0.2864,0.2584,11.8669,4.8300,0.2302
880.0,229,0.3501,0.3452,0.2670,0.2925,0.2661,11.8669,4.8303,0.2348
890.0,230,0.3501,0.3437,0.2670,0.2910,0.2722,11.8669,4.8300,0.2378
900.0,231,0.3333,0.3575,0.2640,0.2895,0.2783,11.8669,4.8303,0.2470
910.0,232,0.3165,0.3819,0.2686,0.2941,0.2813,11.8669,4.8303,0.2439
920.0,233,0.3104,0.3758,0.2686,0.2971,0.2783,11.8669,4.8303,0.2439
930.0,234,0.2997,0.3376,0.2701,0.3002,0.2783,11.8686,4.8306,0.2439
940.0,235,0.3135,0.3208,0.2792,0.3093,0.2844,11.8686,4.8309,0.2393
950.0,236,0.3379,0.3269,0.2777,0.3185,0.2783,11.8686,4.8312,0.2470
960.0,237,0.3669,0.3178,0.2731,0.3154,0.2767,11.8686,4.8312,0.2485
970.0,238,0.3959,0.3254,0.2701,0.3078,0.2752,11.8678,4.8309,0.2485
980.0,239,0.4081,0.3636,0.2670,0.3017,0.2691,11.8678,4.8312,0.2454
990.0,240,0.3897,0.3956,0.2655,0.3002,0.2630,11.8678,4.8318,0.2454
1000.0,241,0.3791,0.3788,0.2609,0.2925,0.2569,11.8678,4.8312,0.2439
1010.0,242,0.3791,0.3361,0.2594,0.2941,0.2508,11.8678,4.8315,0.2378
1020.0,243,0.3791,0.3300,0.2548,0.2895,0.2447,11.8678,4.8315,0.2348
1030.0,244,0.3806,0.3407,0.2502,0.2819,0.2447,11.8686,4.8318,0.2332
1040.0,245,0.3638,0.3544,0.2457,0.2758,0.2478,11.8669,4.8315,0.2286
1050.0,246,0.3485,0.3834,0.2472,0.2773,0.2523,11.8669,4.8318,0.2271
1060.0,247,0.3562,0.4124,0.2441,0.2758,0.2539,11.8678,4.8318,0.2256
1070.0,248,0.3714,0.4170,0.2441,0.2758,0.2554,11.8678,4.8325,0.2225
1080.0,249,0.3669,0.3987,0.2426,0.2819,0.2493,11.8686,4.8328,0.2256
1090.0,250,0.3363,0.3803,0.2472,0.2849,0.2523,11.8695,4.8328,0.2271
1100.0,251,0.3135,0.3849,0.2533,0.2925,0.2569,11.8678,4.8331,0.2256
1110.0,252,0.3074,0.3712,0.2625,0.2986,0.2645,11.8686,4.8331,0.2271
1120.0,253,0.3104,0.3391,0.2670,0.2971,0.2645,11.8669,4.8331,0.2332
1130.0,254,0.3196,0.3407,0.2731,0.2956,0.2691,11.8678,4.8331,0.2409
1140.0,255,0.3455,0.3559,0.2808,0.3002,0.2706,11.8686,4.8331,0.2470
1150.0,0,0.3547,0.3575,0.2823,0.3093,0.2752,11.8686,4.8334,0.2500
1160.0,1,0.3485,0.3514,0.2838,0.3170,0.2844,11.8678,4.8325,0.2515
1170.0,2,0.3440,0.3224,0.2914,0.3215,0.2951,11.8678,4.8334,0.2561
1180.0,3,0.3516,0.3254,0.2976,0.3246,0.3012,11.8678,4.8331,0.2637
1190.0,4,0.3699,0.3605,0.3006,0.3307,0.3042,11.8686,4.8331,0.2760
1200.0,5,0.3806,0.3742,0.2991,0.3353,0.3088,11.8678,4.8328,0.2775
1210.0,6,0.3882,0.3712,0.3067,0.3398,0.3164,11.8686,4.8331,0.2836
1220.0,7,0.3867,0.3590,0.3128,0.3460,0.3271,11.8686,4.8334,0.2912
1230.0,8,0.3653,0.3544,0.3174,0.3551,0.3332,11.8686,4.8331,0.2973
1240.0,9,0.3577,0.3468,0.3235,0.3612,0.3317,11.8678,4.8334,0.3034
1250.0,10,0.3669,0.3544,0.3342,0.3658,0.3439,11.8686,4.8328,0.3065
1260.0,11,0.3791,0.3544,0.3464,0.3765,0.3591,11.8678,4.8328,0.3126
1270.0,12,0.3943,0.3422,0.3555,0.3795,0.3683,11.8678,4.8331,0.3171
1280.0,13,0.4096,0.3514,0.3616,0.3871,0.3668,11.8678,4.8328,0.3263
1290.0,14,0.4081,0.3849,0.3647,0.3994,0.3713,11.8678,4.8331,0.3278
1300.0,15,0.4065,0.4124,0.3693,0.4070,0.3790,11.8678,4.8331,0.3339
1310.0,16,0.4157,0.4307,0.3784,0.4131,0.3866,11.8678,4.8331,0.3431
1320.0,17,0.4523,0.4566,0.3784,0.4177,0.3851,11.8678,4.8328,0.3522
1330.0,18,0.5011,0.4704,0.3754,0.4192,0.3866,11.8678,4.8331,0.3507
1340.0,19,0.5179,0.4826,0.3738,0.4192,0.3866,11.8678,4.8331,0.3461
1350.0,20,0.5042,0.4872,0.3738,0.4238,0.3881,11.8678,4.8328,0.3431
1360.0,21,0.4905,0.4856,0.3708,0.4238,0.3820,11.8678,4.8328,0.3446
1370.0,22,0.4752,0.5024,0.3723,0.4161,0.3820,11.8686,4.8334,0.3370
1380.0,23,0.4889,0.5161,0.3815,0.4116,0.3805,11.8669,4.8334,0.3263
1390.0,24,0.5072,0.5100,0.3784,0.4070,0.3744,11.8669,4.8334,0.3248
1400.0,25,0.5027,0.5223,0.3723,0.4009,0.3698,11.8669,4.8334,0.3263
1410.0,26,0.4966,0.5314,0.3616,0.3963,0.3652,11.8669,4.8334,0.3278
1420.0,27,0.4828,0.5360,0.3540,0.3887,0.3607,11.8669,4.8337,0.3324
1430.0,28,0.4676,0.5375,0.3540,0.3887,0.3622,11.8678,4.8340,0.3309
1440.0,29,0.4737,0.5314,0.3464,0.3902,0.3576,11.8678,4.8343,0.3278
1450.0,30,0.5088,0.5177,0.3433,0.3917,0.3515,11.8678,4.8343,0.3248
1460.0,31,0.5439,0.5207,0.3403,0.3887,0.3530,11.8678,4.8346,0.3187
1470.0,32,0.5484,0.5406,0.3418,0.3856,0.3546,11.8669,4.8349,0.3156
1480.0,33,0.5378,0.5421,0.3449,0.3841,0.3591,11.8660,4.8352,0.3110
1490.0,34,0.5286,0.5299,0.3494,0.3917,0.3546,11.8669,4.8352,0.3110
1500.0,35,0.5408,0.5390,0.3540,0.3978,0.3576,11.8678,4.8352,0.3126
1510.0,36,0.5515,0.5589,0.3555,0.4070,0.3668,11.8660,4.8358,0.3217
1520.0,37,0.5072,0.5543,0.3632,0.4085,0.3729,11.8660,4.8358,0.3294
1530.0,38,0.4630,0.5223,0.3723,0.4131,0.3790,11.8669,4.8355,0.3385
1540.0,39,0.4432,0.5146,0.3784,0.4161,0.3805,11.8669,4.8358,0.3370
1550.0,40,0.4447,0.5223,0.3830,0.4238,0.3866,11.8660,4.8358,0.3355
1560.0,41,0.4676,0.5192,0.3891,0.4299,0.3866,11.8660,4.8358,0.3416
1570.0,42,0.4844,0.5070,0.3876,0.4314,0.3973,11.8678,4.8358,0.3477
1580.0,43,0.4859,0.4933,0.3906,0.4299,0.3958,11.8660,4.8358,0.3553
1590.0,44,0.4721,0.4948,0.3906,0.4299,0.3942,11.8660,4.8355,0.3507
1600.0,45,0.4706,0.5009,0.3906,0.4268,0.3912,11.8660,4.8352,0.3492
1610.0,46,0.4782,0.4902,0.3861,0.4238,0.3881,11.8669,4.8358,0.3492
1620.0,47,0.4798,0.4841,0.3815,0.4192,0.3805,11.8678,4.8355,0.3538
1630.0,48,0.4813,0.4887,0.3738,0.4146,0.3744,11.8660,4.8358,0.3477
1640.0,49,0.4828,0.4902,0.3693,0.4055,0.3744,11.8669,4.8358,0.3416
1650.0,50,0.4874,0.4917,0.3632,0.3994,0.3668,11.8660,4.8361,0.3294
1660.0,51,0.4630,0.4963,0.3586,0.3994,0.3576,11.8660,4.8358,0.3217
1670.0,52,0.4508,0.4902,0.3555,0.3948,0.3439,11.8660,4.8358,0.3248
1680.0,53,0.4401,0.4673,0.3479,0.3871,0.3363,11.8669,4.8358,0.3171
1690.0,54,0.4218,0.4536,0.3387,0.3765,0.3302,11.8660,4.8355,0.3080
1700.0,55,0.4126,0.4383,0.3265,0.3688,0.3195,11.8669,4.8361,0.2973
1710.0,56,0.4187,0.4231,0.3189,0.3597,0.3103,11.8669,4.8358,0.2912
1720.0,57,0.4142,0.4200,0.3082,0.3429,0.3042,11.8686,4.8361,0.2821
1730.0,58,0.3989,0.4231,0.3067,0.3307,0.2966,11.8669,4.8361,0.2744
1740.0,59,0.3867,0.4109,0.3021,0.3276,0.2935,11.8660,4.8364,0.2683
1750.0,60,0.3775,0.4185,0.2991,0.3215,0.2859,11.8660,4.8361,0.2637
1760.0,61,0.3760,0.4017,0.2914,0.3154,0.2813,11.8678,4.8361,0.2622
1770.0,62,0.3699,0.3864,0.2853,0.3124,0.2844,11.8669,4.8361,0.2622
1780.0,63,0.3455,0.3742,0.2792,0.3078,0.2890,11.8669,4.8364,0.2561
1790.0,64,0.3318,0.3727,0.2731,0.3078,0.2828,11.8678,4.8364,0.2561
1800.0,65,0.3257,0.3849,0.2701,0.3078,0.2752,11.8669,4.8364,0.2515
1810.0,66,0.3409,0.3773,0.2686,0.3063,0.2737,11.8678,4.8361,0.2515
1820.0,67,0.3608,0.3498,0.2701,0.3048,0.2767,11.8678,4.8364,0.2515
1830.0,68,0.3775,0.3315,0.2716,0.3048,0.2798,11.8669,4.8367,0.2561
1840.0,69,0.3882,0.3361,0.2838,0.3109,0.2859,11.8669,4.8367,0.2653
1850.0,70,0.4004,0.3605,0.2914,0.3139,0.2874,11.8660,4.8364,0.2714
1860.0,71,0.4096,0.3681,0.2930,0.3215,0.2844,11.8669,4.8364,0.2729
1870.0,72,0.3913,0.3559,0.2899,0.3215,0.2920,11.8678,4.8361,0.2683
1880.0,73,0.3577,0.3529,0.2869,0.3154,0.2935,11.8660,4.8364,0.2653
1890.0,74,0.3455,0.3452,0.2838,0.3200,0.2935,11.8678,4.8358,0.2698
1900.0,75,0.3516,0.3452,0.2838,0.3200,0.2981,11.8678,4.8361,0.2683
1910.0,76,0.3791,0.3422,0.2960,0.3170,0.2981,11.8669,4.8361,0.2668
1920.0,77,0.3989,0.3239,0.2945,0.3063,0.2951,11.8660,4.8361,0.2622
1930.0,78,0.3882,0.3178,0.2914,0.3109,0.2951,11.8678,4.8361,0.2653
1940.0,79,0.3730,0.3300,0.2884,0.3154,0.2966,11.8678,4.8361,0.2714
1950.0,80,0.3699,0.3529,0.2914,0.3170,0.2905,11.8669,4.8358,0.2729
1960.0,81,0.3775,0.3742,0.2930,0.3185,0.2920,11.8678,4.8361,0.2744
1970.0,82,0.3806,0.4002,0.2930,0.3215,0.2996,11.8669,4.8352,0.2744
1980.0,83,0.3669,0.4109,0.2914,0.3246,0.3012,11.8678,4.8358,0.2714
1990.0,84,0.3440,0.3971,0.2884,0.3261,0.3012,11.8686,4.8358,0.2668
2000.0,85,0.3165,0.3666,0.2853,0.3246,0.3042,11.8669,4.8355,0.2714
2010.0,86,0.3302,0.3300,0.2899,0.3246,0.3027,11.8686,4.8358,0.2698
2020.0,87,0.3440,0.3163,0.2930,0.3231,0.2996,11.8678,4.8358,0.2653
2030.0,88,0.3455,0.3407,0.2930,0.3170,0.2966,11.8678,4.8355,0.2637
2040.0,89,0.3516,0.3559,0.2869,0.3154,0.2905,11.8686,4.8355,0.2576
2050.0,90,0.3562,0.3483,0.2838,0.3139,0.2920,11.8686,4.8355,0.2546
2060.0,91,0.3699,0.3452,0.2808,0.3215,0.2935,11.8686,4.8352,0.2561
2070.0,92,0.3775,0.3498,0.2792,0.3246,0.2935,11.8686,4.8358,0.2531
2080.0,93,0.3821,0.3651,0.2808,0.3261,0.2935,11.8686,4.8358,0.2485
2090.0,94,0.3623,0.3605,0.2853,0.3231,0.2874,11.8686,4.8355,0.2485
2100.0,95,0.3409,0.3529,0.2899,0.3246,0.2813,11.8678,4.8355,0.2515
2110.0,96,0.3272,0.3468,0.2914,0.3231,0.2859,11.8678,4.8352,0.2607
2120.0,97,0.3119,0.3559,0.2991,0.3246,0.2996,11.8695,4.8355,0.2683
2130.0,98,0.2936,0.3864,0.3052,0.3322,0.3118,11.8695,4.8349,0.2821
2140.0,99,0.2784,0.4048,0.3143,0.3353,0.3134,11.8695,4.8352,0.2912
2150.0,100,0.2784,0.3956,0.3220,0.3429,0.3134,11.8695,4.8352,0.2973
2160.0,101,0.2845,0.3636,0.3189,0.3475,0.3149,11.8695,4.8349,0.3004
2170.0,102,0.2875,0.3193,0.3204,0.3551,0.3149,11.8704,4.8346,0.3049
2180.0,103,0.2784,0.3086,0.3204,0.3521,0.3210,11.8695,4.8346,0.3110
2190.0,104,0.2677,0.3163,0.3250,0.3521,0.3256,11.8704,4.8340,0.3110
2200.0,105,0.2662,0.3117,0.3235,0.3490,0.3271,11.8704,4.8337,0.3034
2210.0,106,0.2875,0.3300,0.3143,0.3505,0.3179,11.8695,4.8334,0.2943
2220.0,107,0.3211,0.3514,0.3082,0.3521,0.3179,11.8695,4.8334,0.2943
2230.0,108,0.3318,0.3483,0.3067,0.3460,0.3179,11.8695,4.8331,0.2866
2240.0,109,0.3272,0.3468,0.3052,0.3398,0.3103,11.8695,4.8334,0.2866
2250.0,110,0.3348,0.3559,0.3021,0.3307,0.2981,11.8704,4.8328,0.2805
2260.0,111,0.3241,0.3697,0.2914,0.3185,0.2935,11.8686,4.8325,0.2714
2270.0,112,0.2951,0.3681,0.2869,0.3078,0.2844,11.8704,4.8331,0.2668
2280.0,113,0.2784,0.3544,0.2777,0.3017,0.2783,11.8704,4.8334,0.2607
2290.0,114,0.2753,0.3514,0.2747,0.2956,0.2722,11.8704,4.8331,0.2500
2300.0,115,0.2814,0.3575,0.2731,0.2895,0.2645,11.8695,4.8325,0.2485
2310.0,116,0.2814,0.3452,0.2701,0.2895,0.2615,11.8704,4.8328,0.2454
2320.0,117,0.2677,0.3163,0.2701,0.2819,0.2584,11.8695,4.8325,0.2409
2330.0,118,0.2677,0.2964,0.2731,0.2819,0.2630,11.8695,4.8331,0.2378
2340.0,119,0.2906,0.2964,0.2716,0.2803,0.2691,11.8704,4.8331,0.2500
2350.0,120,0.2982,0.2949,0.2716,0.2849,0.2691,11.8695,4.8328,0.2515
2360.0,121,0.2677,0.2842,0.2762,0.2925,0.2676,11.8704,4.8325,0.2531
2370.0,122,0.2646,0.2888,0.2762,0.2941,0.2661,11.8712,4.8322,0.2515
2380.0,123,0.2951,0.3224,0.2686,0.2971,0.2645,11.8704,4.8325,0.2454
2390.0,124,0.3104,0.3376,0.2655,0.2956,0.2645,11.8704,4.8325,0.2363
2400.0,125,0.3180,0.3163,0.2640,0.2941,0.2645,11.8695,4.8325,0.2378
2410.0,126,0.3272,0.2903,0.2670,0.2956,0.2630,11.8695,4.8328,0.2424
2420.0,127,0.3165,0.2857,0.2731,0.2941,0.2676,11.8695,4.8325,0.2470
2430.0,128,0.2860,0.2751,0.2777,0.2956,0.2767,11.8695,4.8322,0.2531
2440.0,129,0.2784,0.2842,0.2747,0.3017,0.2783,11.8695,4.8328,0.2576
2450.0,130,0.2738,0.3117,0.2792,0.3032,0.2813,11.8704,4.8325,0.2576
2460.0,131,0.2890,0.3300,0.2747,0.3002,0.2828,11.8686,4.8325,0.2546
2470.0,132,0.3165,0.3163,0.2777,0.3032,0.2890,11.8695,4.8325,0.2622
2480.0,133,0.3501,0.3041,0.2838,0.3093,0.2935,11.8695,4.8322,0.2653
2490.0,134,0.3608,0.3224,0.2899,0.3200,0.2981,11.8695,4.8322,0.2714
2500.0,135,0.3409,0.3498,0.2899,0.3231,0.2981,11.8695,4.8328,0.2698
2510.0,136,0.3318,0.3651,0.2945,0.3231,0.3073,11.8695,4.8322,0.2729
2520.0,137,0.3562,0.3407,0.3006,0.3276,0.3271,11.8686,4.8325,0.2729
2530.0,138,0.3852,0.3285,0.3082,0.3322,0.3240,11.8695,4.8328,0.2744
2540.0,139,0.3928,0.3391,0.3113,0.3368,0.3225,11.8704,4.8325,0.2821
2550.0,140,0.3974,0.3681,0.3113,0.3353,0.3179,11.8704,4.8325,0.2821
2560.0,141,0.3989,0.3620,0.3098,0.3353,0.3149,11.8712,4.8325,0.2821
2570.0,142,0.3882,0.3468,0.3082,0.3398,0.3103,11.8704,4.8322,0.2805
2580.0,143,0.3699,0.3285,0.3113,0.3368,0.3088,11.8695,4.8322,0.2790
2590.0,144,0.3379,0.3224,0.3159,0.3398,0.3118,11.8704,4.8322,0.2882
2600.0,145,0.3058,0.3300,0.3235,0.3460,0.3134,11.8695,4.8325,0.2912
2610.0,146,0.2982,0.3208,0.3265,0.3490,0.3149,11.8704,4.8322,0.2927
2620.0,147,0.3074,0.3041,0.3235,0.3536,0.3210,11.8704,4.8322,0.2958
2630.0,148,0.3012,0.2903,0.3265,0.3536,0.3256,11.8704,4.8315,0.2988
2640.0,149,0.2860,0.3132,0.3281,0.3597,0.3332,11.8695,4.8309,0.3110
2650.0,150,0.2906,0.3330,0.3403,0.3719,0.3485,11.8704,4.8312,0.3202
2660.0,151,0.3074,0.3315,0.3510,0.3887,0.3637,11.8712,4.8312,0.3294
2670.0,152,0.3241,0.3376,0.3586,0.4009,0.3683,11.8695,4.8309,0.3355
2680.0,153,0.3257,0.3361,0.3632,0.4039,0.3698,11.8695,4.8309,0.3385
2690.0,154,0.3180,0.3300,0.3647,0.4085,0.3744,11.8704,4.8306,0.3431
2700.0,155,0.3211,0.3254,0.3708,0.4055,0.3759,11.8704,4.8306,0.3416
2710.0,156,0.3470,0.3468,0.3677,0.3978,0.3744,11.8704,4.8303,0.3385
2720.0,157,0.3516,0.3391,0.3662,0.3978,0.3698,11.8712,4.8297,0.3355
2730.0,158,0.3333,0.3117,0.3616,0.3948,0.3683,11.8695,4.8300,0.3309
2740.0,159,0.3104,0.2918,0.3632,0.3902,0.3683,11.8704,4.8294,0.3309
2750.0,160,0.2967,0.2964,0.3632,0.3887,0.3683,11.8712,4.8294,0.3309
2760.0,161,0.2829,0.3117,0.3662,0.3933,0.3622,11.8704,4.8288,0.3355
2770.0,162,0.2631,0.3163,0.3708,0.3978,0.3668,11.8695,4.8288,0.3446
2780.0,163,0.2570,0.2995,0.3708,0.4039,0.3683,11.8712,4.8285,0.3538
2790.0,164,0.2402,0.3102,0.3738,0.4116,0.3744,11.8704,4.8282,0.3599
2800.0,165,0.2387,0.3376,0.3815,0.4116,0.3836,11.8712,4.8279,0.3629
2810.0,166,0.2509,0.3452,0.3845,0.4116,0.3866,11.8704,4.8279,0.3599
2820.0,167,0.2860,0.3391,0.3799,0.4192,0.3881,11.8704,4.8279,0.3568
2830.0,168,0.3180,0.3330,0.3754,0.4238,0.3958,11.8712,4.8279,0.3538
2840.0,169,0.3211,0.3346,0.3708,0.4253,0.3988,11.8712,4.8273,0.3477
2850.0,170,0.3211,0.3605,0.3708,0.4222,0.3988,11.8704,4.8276,0.3522
2860.0,171,0.3180,0.3941,0.3723,0.4116,0.3897,11.8712,4.8273,0.3538
2870.0,172,0.3455,0.4124,0.3738,0.4116,0.3851,11.8704,4.8276,0.3522
2880.0,173,0.3989,0.4002,0.3784,0.4085,0.3820,11.8712,4.8276,0.3522
2890.0,174,0.4584,0.4017,0.3815,0.4039,0.3759,11.8712,4.8279,0.3461
2900.0,175,0.4828,0.3987,0.3784,0.4024,0.3759,11.8712,4.8279,0.3385
2910.0,176,0.4889,0.4093,0.3738,0.3978,0.3759,11.8704,4.8282,0.3309
2920.0,177,0.4920,0.4444,0.3693,0.3978,0.3713,11.8712,4.8285,0.3385
2930.0,178,0.4966,0.4627,0.3677,0.3994,0.3729,11.8712,4.8285,0.3339
