# MPFS FCVG484 ball map — cached pin/ball assignment table for the PolarFire SoC
# 484-ball FCVG484 package (19x19mm, 0.8mm pitch, 22x22 grid), used by
# scripts/gen_mpfs_fcvg484_lib.py to generate lib/cec-ent-compute.kicad_sym +
# lib/cec-ent-compute.pretty/BGA-484_19x19mm_P0.8mm_MPFS_FCVG484.kicad_mod.
#
# PROVENANCE (2026-07-02):
# Primary per-ball table: extracted from the antmicro/polarfire-som open-hardware
# project (Apache-2.0), file fpga-mssio.kicad_sch, lib_symbols entry
# "MPFS250T-FCVG484E" (a real, taped-out board design; fetched via
# https://raw.githubusercontent.com/antmicro/polarfire-som/main/fpga-mssio.kicad_sch,
# 2026-07-02). That symbol carries the full 484-ball assignment for the FCVG484
# package as 9 KiCad symbol units (8 signal/JTAG banks + 1 power unit); parsed
# programmatically (paren-balanced s-expression walk, not regex-only) to
# designator/name/unit triples. Result: exactly 484 unique ball designators, a
# full 22 (cols 1-22) x 22 (rows A..AB, skipping I/O/Q/S/Z per JEDEC) grid, zero
# duplicates or gaps — internally self-consistent.
#
# Cross-check (bank floorplan / functional grouping and package geometry):
# Microchip "PolarFire SoC FPGA Packaging and Pin Descriptions User Guide"
# (DS60001692E, fetched 2026-07-02 via
# https://ww1.microchip.com/downloads/aemDocuments/documents/FPGA/ProductDocuments/UserGuides/microchip_polarfire_soc_fpga_packaging_and_pin_descriptions_user_guide_vb.pdf):
#   - Section 1.1 Figure 1-5 "PolarFire SoC FPGA MPFS250T-MPFS160T-MPFS095T-
#     MPFS025T-FCVG484 I/O Bank Locations" gives the SAME bank floorplan as the
#     antmicro symbol's units (Bank-0 HSIO, Bank-1 GPIO x2 corners, Bank-2/4
#     MSSIO, Bank-3 JTAG/DEDIO, Bank-5 MSS-SGMII, Bank-6 MSS-DDR, XCVR0) for
#     this EXACT part list (025T/095T/160T/250T all share this package+ball
#     map — "devices in the same package type are pin compatible" per
#     Microchip's PolarFire SoC Product Overview DS60001656A Table 2-1), which
#     is why an MPFS250T-sourced ball map is valid for our target MPFS095TC/TS.
#   - Table 1-10 gives FCVG484 = 19mm x 19mm body, 0.8mm pitch (matches the
#     antmicro footprint name "BGA-484_19x19mm_Layout22x22_P0.8mm_FCVG484").
#   - Section 7 "Recommended PCB Design Rules for BGA Packages" Table 7-1:
#     FCVG package ball pad diameter 0.4mm, solder mask opening 0.5mm (NSMD).
#   - Figure 1-17 "...FCVG484 Package Bottom-View" (rasterized + inspected
#     visually, since it is a vector drawing with no extractable text layer):
#     confirms columns numbered 1..22 increasing RIGHT-TO-LEFT and rows A..AB
#     top-to-bottom, AS SEEN FROM THE BOTTOM (solder side), ball pitch 0.80mm,
#     edge margin 1.10mm both axes (consistent with (19 - 21*0.8)/2 = 1.10mm),
#     "A1 BALLPAD CORNER" at the top-right in bottom view. Mirrored left-right
#     for the TOP VIEW (footprint/silkscreen convention, part placed dot-up):
#     A1 lands at TOP-LEFT, columns 1..22 increasing LEFT-TO-RIGHT, rows A..AB
#     top-to-bottom — the standard JEDEC top-view BGA convention.
#
# NOT resolved from any source (flagged, not guessed — see the generator
# script's own header and the intake return note): whether any of the 484
# balls are physically NC/no-ball on the smaller-die 095T vs the 250T this
# table was sourced from (Microchip states pin/package COMPATIBILITY across
# the family in this package, not that every signal-bank ball is bonded out on
# every density — e.g. XCVR lane counts and DDR interface widths can differ by
# die size). The SerDes/XCVR unit is annotated NC per the platform's part-
# agnostic SerDes-free land decision regardless, which sidesteps the 095T-vs-
# 250T XCVR question for this build; MSS-DDR/GPIO/MSSIO bank differences (if
# any) between 095T and 250T were NOT independently verified against a 095T-
# specific ball table (none could be downloaded — Microchip's own per-device
# Package Pin Assignment Table (PPAT) .xlsx files are Akamai-blocked to
# scripted fetches in this environment; every attempt returned "Access
# Denied").
#
# columns: designator (ball ID, e.g. "A1".."AB22"), name (signal/net name as
# captured, "/" separates alternate/muxed functions), category (the unit this
# ball is grouped into in the generated symbol), category_label (human-
# readable bank description), stacked_dup (True if this ball shares its net
# name with an already-emitted ball in the same category and so is emitted as
# a hidden stacked pin in the symbol — used only for POWER/GND balls).
designator,name,category,category_label,stacked_dup
G15,GPIO7PB1,GPIO_BANK1,Fabric GPIO bank 1,False
G17,GPIO8PB1/DQS/CCC_SE_PLL0_OUT0,GPIO_BANK1,Fabric GPIO bank 1,False
H12,GPIO182PB1/DQS,GPIO_BANK1,Fabric GPIO bank 1,False
H13,GPIO185NB1,GPIO_BANK1,Fabric GPIO bank 1,False
H15,GPIO7NB1,GPIO_BANK1,Fabric GPIO bank 1,False
H17,GPIO8NB1/DQS,GPIO_BANK1,Fabric GPIO bank 1,False
AA12,HSIO88PB0,HSIO_BANK0,Fabric HSIO bank 0,False
AA13,HSIO86PB0/CLKIN_N_4/CCC_NW_PLL0_OUT0,HSIO_BANK0,Fabric HSIO bank 0,False
AA15,HSIO85NB0,HSIO_BANK0,Fabric HSIO bank 0,False
AA16,HSIO82PB0,HSIO_BANK0,Fabric HSIO bank 0,False
AA17,HSIO81NB0/DQS,HSIO_BANK0,Fabric HSIO bank 0,False
AA18,HSIO78NB0,HSIO_BANK0,Fabric HSIO bank 0,False
AA20,HSIO71NB0,HSIO_BANK0,Fabric HSIO bank 0,False
AA21,HSIO69PB0/DQS/CCC_NE_PLL0_OUT0,HSIO_BANK0,Fabric HSIO bank 0,False
AA22,HSIO69NB0/DQS,HSIO_BANK0,Fabric HSIO bank 0,False
AB12,HSIO88NB0,HSIO_BANK0,Fabric HSIO bank 0,False
AB13,HSIO86NB0,HSIO_BANK0,Fabric HSIO bank 0,False
AB14,HSIO84PB0/CLKIN_N_5,HSIO_BANK0,Fabric HSIO bank 0,False
AB15,HSIO84NB0,HSIO_BANK0,Fabric HSIO bank 0,False
AB17,HSIO81PB0/DQS,HSIO_BANK0,Fabric HSIO bank 0,False
AB18,HSIO78PB0/CLKIN_N_7,HSIO_BANK0,Fabric HSIO bank 0,False
AB19,HSIO70PB0,HSIO_BANK0,Fabric HSIO bank 0,False
AB20,HSIO70NB0,HSIO_BANK0,Fabric HSIO bank 0,False
AB21,HSIO71PB0,HSIO_BANK0,Fabric HSIO bank 0,False
R12,HSIO95PB0/CCC_NW_CLKIN_N_0,HSIO_BANK0,Fabric HSIO bank 0,False
R14,HSIO77NB0,HSIO_BANK0,Fabric HSIO bank 0,False
R15,HSIO77PB0,HSIO_BANK0,Fabric HSIO bank 0,False
R16,HSIO75NB0/DQS,HSIO_BANK0,Fabric HSIO bank 0,False
T12,HSIO94NB0,HSIO_BANK0,Fabric HSIO bank 0,False
T13,HSIO95NB0,HSIO_BANK0,Fabric HSIO bank 0,False
T15,HSIO91NB0,HSIO_BANK0,Fabric HSIO bank 0,False
T16,HSIO75PB0/DQS/CCC_NE_PLL1_OUT0,HSIO_BANK0,Fabric HSIO bank 0,False
T17,HSIO73PB0/CCC_NE_PLL1_OUT1,HSIO_BANK0,Fabric HSIO bank 0,False
U12,HSIO94PB0/CCC_NW_CLKIN_N_1,HSIO_BANK0,Fabric HSIO bank 0,False
U13,HSIO93NB0/DQS,HSIO_BANK0,Fabric HSIO bank 0,False
U14,HSIO93PB0/DQS/CCC_NW_PLL1_OUT0,HSIO_BANK0,Fabric HSIO bank 0,False
U15,HSIO91PB0/CCC_NW_PLL1_OUT1,HSIO_BANK0,Fabric HSIO bank 0,False
U17,HSIO73NB0,HSIO_BANK0,Fabric HSIO bank 0,False
U18,HSIO74NB0,HSIO_BANK0,Fabric HSIO bank 0,False
U19,HSIO74PB0/CLKIN_N_8/CCC_NE_CLKIN_N_8/CCC_NE_PLL1_OUT0,HSIO_BANK0,Fabric HSIO bank 0,False
V12,HSIO92NB0,HSIO_BANK0,Fabric HSIO bank 0,False
V14,HSIO90PB0/CLKIN_N_3/CCC_NW_CLKIN_N_3,HSIO_BANK0,Fabric HSIO bank 0,False
V15,HSIO90NB0,HSIO_BANK0,Fabric HSIO bank 0,False
V16,HSIO76NB0,HSIO_BANK0,Fabric HSIO bank 0,False
V17,HSIO76PB0,HSIO_BANK0,Fabric HSIO bank 0,False
V19,HSIO72NB0,HSIO_BANK0,Fabric HSIO bank 0,False
V20,HSIO72PB0/CLKIN_N_9/CCC_NE_CLKIN_N_9,HSIO_BANK0,Fabric HSIO bank 0,False
V21,HSIO68NB0,HSIO_BANK0,Fabric HSIO bank 0,False
V22,HSIO66NB0,HSIO_BANK0,Fabric HSIO bank 0,False
W12,HSIO92PB0/CLKIN_N_2/CCC_NW_CLKIN_N_2/CCC_NW_PLL1_OUT0,HSIO_BANK0,Fabric HSIO bank 0,False
W13,HSIO89PB0,HSIO_BANK0,Fabric HSIO bank 0,False
W14,HSIO87NB0/DQS,HSIO_BANK0,Fabric HSIO bank 0,False
W16,HSIO83PB0,HSIO_BANK0,Fabric HSIO bank 0,False
W17,HSIO83NB0,HSIO_BANK0,Fabric HSIO bank 0,False
W18,HSIO79NB0,HSIO_BANK0,Fabric HSIO bank 0,False
W19,HSIO79PB0,HSIO_BANK0,Fabric HSIO bank 0,False
W21,HSIO68PB0/CCC_NE_CLKIN_N_10/CCC_NE_PLL0_OUT0,HSIO_BANK0,Fabric HSIO bank 0,False
W22,HSIO66PB0/CCC_NE_CLKIN_N_11,HSIO_BANK0,Fabric HSIO bank 0,False
Y13,HSIO89NB0,HSIO_BANK0,Fabric HSIO bank 0,False
Y14,HSIO87PB0/DQS/CCC_NW_PLL0_OUT0,HSIO_BANK0,Fabric HSIO bank 0,False
Y15,HSIO85PB0/CCC_NW_PLL0_OUT1,HSIO_BANK0,Fabric HSIO bank 0,False
Y16,HSIO82NB0,HSIO_BANK0,Fabric HSIO bank 0,False
Y18,HSIO80NB0,HSIO_BANK0,Fabric HSIO bank 0,False
Y19,HSIO80PB0/CLKIN_N_6,HSIO_BANK0,Fabric HSIO bank 0,False
Y20,HSIO67PB0/CCC_NE_PLL0_OUT1,HSIO_BANK0,Fabric HSIO bank 0,False
Y21,HSIO67NB0,HSIO_BANK0,Fabric HSIO bank 0,False
E6,SCK,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
E8,TDO,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
E9,TCK,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
F7,SDO,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
F8,TMS,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
G10,FF_EXIT_N,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
G7,SS,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
G8,TRSTB,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
G9,TDI,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
H10,SDI,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
H11,SPI_EN,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
H7,DEVRST_N,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
H9,IO_CFG_INTF,JTAG_SYSCTRL,JTAG / System Controller (bank 3),False
A2,MSSIO33B2,MSSIO,MSS I/O (bank 2),False
A3,MSSIO35B2,MSSIO,MSS I/O (bank 2),False
B1,MSSIO27B2,MSSIO,MSS I/O (bank 2),False
B2,MSSIO32B2,MSSIO,MSS I/O (bank 2),False
B3,MSSIO34B2,MSSIO,MSS I/O (bank 2),False
C1,MSSIO26B2,MSSIO,MSS I/O (bank 2),False
C2,MSSIO29B2,MSSIO,MSS I/O (bank 2),False
D1,MSSIO22B2,MSSIO,MSS I/O (bank 2),False
D2,MSSIO23B2,MSSIO,MSS I/O (bank 2),False
D3,MSSIO28B2,MSSIO,MSS I/O (bank 2),False
D4,MSSIO37B2,MSSIO,MSS I/O (bank 2),False
E1,MSSIO19B2,MSSIO,MSS I/O (bank 2),False
E3,MSSIO36B2,MSSIO,MSS I/O (bank 2),False
E4,MSSIO31B2,MSSIO,MSS I/O (bank 2),False
E5,MSSIO30B2,MSSIO,MSS I/O (bank 2),False
F1,MSSIO15B2,MSSIO,MSS I/O (bank 2),False
F2,MSSIO18B2,MSSIO,MSS I/O (bank 2),False
F3,MSSIO25B2,MSSIO,MSS I/O (bank 2),False
F5,MSSIO21B2,MSSIO,MSS I/O (bank 2),False
F6,MSSIO24B2,MSSIO,MSS I/O (bank 2),False
G2,MSSIO14B2,MSSIO,MSS I/O (bank 2),False
G3,MSSIO20B2,MSSIO,MSS I/O (bank 2),False
G4,MSSIO17B2,MSSIO,MSS I/O (bank 2),False
G5,MSSIO16B2,MSSIO,MSS I/O (bank 2),False
H1,MSSIO2B4,MSSIO,MSS I/O (bank 4),False
H2,MSSIO11B4,MSSIO,MSS I/O (bank 4),False
H4,MSSIO7B4,MSSIO,MSS I/O (bank 4),False
H5,MSSIO12B4,MSSIO,MSS I/O (bank 4),False
H6,MSSIO9B4,MSSIO,MSS I/O (bank 4),False
J1,MSSIO0B4,MSSIO,MSS I/O (bank 4),False
J2,MSSIO13B4,MSSIO,MSS I/O (bank 4),False
J3,MSSIO10B4,MSSIO,MSS I/O (bank 4),False
J4,MSSIO3B4,MSSIO,MSS I/O (bank 4),False
J6,MSSIO8B4,MSSIO,MSS I/O (bank 4),False
J7,MSSIO5B4,MSSIO,MSS I/O (bank 4),False
K3,MSSIO6B4,MSSIO,MSS I/O (bank 4),False
K4,MSSIO4B4,MSSIO,MSS I/O (bank 4),False
K5,MSSIO1B4,MSSIO,MSS I/O (bank 4),False
AA1,MSS_DDR_DQ3,MSS_DDR,MSS DDR (bank 6),False
AA10,MSS_DDR_DQS_N2,MSS_DDR,MSS DDR (bank 6),False
AA11,MSS_DDR_DQS_P2,MSS_DDR,MSS DDR (bank 6),False
AA2,MSS_DDR_DQS_P0,MSS_DDR,MSS DDR (bank 6),False
AA3,MSS_DDR_DQS_N0,MSS_DDR,MSS DDR (bank 6),False
AA5,MSS_DDR_DQ5,MSS_DDR,MSS DDR (bank 6),False
AA6,MSS_DDR_DQ11,MSS_DDR,MSS DDR (bank 6),False
AA7,MSS_DDR_DM1,MSS_DDR,MSS DDR (bank 6),False
AA8,MSS_DDR_DQ15,MSS_DDR,MSS DDR (bank 6),False
AB10,MSS_DDR_DQ19,MSS_DDR,MSS DDR (bank 6),False
AB2,MSS_DDR_DQ6,MSS_DDR,MSS DDR (bank 6),False
AB3,MSS_DDR_DQ7,MSS_DDR,MSS DDR (bank 6),False
AB4,MSS_DDR_DM0,MSS_DDR,MSS DDR (bank 6),False
AB5,MSS_DDR_DQ10,MSS_DDR,MSS DDR (bank 6),False
AB7,MSS_DDR_DQ12,MSS_DDR,MSS DDR (bank 6),False
AB8,MSS_DDR_DQ13,MSS_DDR,MSS DDR (bank 6),False
AB9,MSS_DDR_DQ18,MSS_DDR,MSS DDR (bank 6),False
K1,MSS_DDR_CKE0,MSS_DDR,MSS DDR (bank 6),False
L1,MSS_DDR_ODT0,MSS_DDR,MSS DDR (bank 6),False
L2,MSS_DDR_RAM_RST_N/DDR_PLL0_OUT1,MSS_DDR,MSS DDR (bank 6),False
L3,MSS_DDR_CS0,MSS_DDR,MSS DDR (bank 6),False
M2,MSS_DDR_BG1,MSS_DDR,MSS DDR (bank 6),False
M3,MSS_DDR_CS1,MSS_DDR,MSS DDR (bank 6),False
M4,MSS_DDR_ODT1,MSS_DDR,MSS DDR (bank 6),False
M5,MSS_DDR_PARITY,MSS_DDR,MSS DDR (bank 6),False
N1,MSS_DDR_BG0,MSS_DDR,MSS DDR (bank 6),False
N2,MSS_DDR_CKE1,MSS_DDR,MSS DDR (bank 6),False
N4,MSS_DDR_ALERT_N,MSS_DDR,MSS DDR (bank 6),False
N5,MSS_DDR_ACT_N,MSS_DDR,MSS DDR (bank 6),False
P1,MSS_DDR_A12,MSS_DDR,MSS DDR (bank 6),False
P2,MSS_DDR_A13,MSS_DDR,MSS DDR (bank 6),False
P3,MSS_DDR_A14,MSS_DDR,MSS DDR (bank 6),False
P4,MSS_DDR_BA0,MSS_DDR,MSS DDR (bank 6),False
P6,MSS_DDR_A6,MSS_DDR,MSS DDR (bank 6),False
P7,MSS_DDR_A8,MSS_DDR,MSS DDR (bank 6),False
P8,MSS_DDR_DQ31,MSS_DDR,MSS DDR (bank 6),False
R1,MSS_DDR_A11,MSS_DDR,MSS DDR (bank 6),False
R10,MSS_DDR_DQ29,MSS_DDR,MSS DDR (bank 6),False
R11,MSS_DDR_DQ28,MSS_DDR,MSS DDR (bank 6),False
R3,MSS_DDR_A15,MSS_DDR,MSS DDR (bank 6),False
R4,MSS_DDR_A16,MSS_DDR,MSS DDR (bank 6),False
R5,MSS_DDR_A5,MSS_DDR,MSS DDR (bank 6),False
R6,MSS_DDR_A4,MSS_DDR,MSS DDR (bank 6),False
R8,MSS_DDR_DQ30,MSS_DDR,MSS DDR (bank 6),False
T1,MSS_DDR_CK1/DDR_PLL0_OUT0,MSS_DDR,MSS DDR (bank 6),False
T10,MSS_DDR_DM3,MSS_DDR,MSS DDR (bank 6),False
